logFC	p-value	q-value	SYMBOL
-0.23	0.27	0.57	FOXP3
0.69	0.27	0.57	LOC530102
-0.27	0.27	0.57	AFAP1L2
-0.09	0.27	0.57	SPAG9
0.22	0.27	0.57	ZKSCAN2
0.07	0.27	0.57	AQR
0.22	0.27	0.57	LOC100295712
0.07	0.27	0.57	ADNP2
0.37	0.27	0.57	SLC26A7
-0.23	0.27	0.57	NA
-0.16	0.27	0.57	NA
-0.19	0.27	0.57	MSI2
0.12	0.27	0.57	COQ10A
-0.17	0.27	0.57	TEAD3
0.12	0.27	0.57	EVL
0.08	0.27	0.57	FUT11
0.08	0.27	0.57	SEC24C
-0.26	0.27	0.57	SRPRA
0.08	0.27	0.57	DLD
0.2	0.27	0.57	NA
0.41	0.27	0.57	NA
0.1	0.27	0.57	TMEM161B
0.08	0.27	0.57	LYPLA1
-0.32	0.27	0.57	SNORA7
0.11	0.27	0.57	RPL6
0.21	0.27	0.57	WNK2
-0.2	0.27	0.57	ZBTB20
-0.17	0.27	0.57	FXYD6
0.2	0.27	0.57	DNM3
0.7	0.27	0.57	CHAC1
-0.13	0.27	0.57	KMT5A
0.22	0.27	0.57	MIR584-2
0.22	0.27	0.57	CHAD
-0.12	0.27	0.57	SUSD6
0.1	0.27	0.57	NA
0.27	0.27	0.57	PORCN
0.27	0.27	0.57	EBP
0.26	0.27	0.57	NA
0.09	0.27	0.57	SIPA1
0.27	0.27	0.57	HIBADH
-0.09	0.27	0.57	IDH3B
0.13	0.27	0.57	OMA1
-0.34	0.27	0.57	RUNDC3A
0.2	0.27	0.57	UBE3D
0.09	0.27	0.57	SPRTN
-0.14	0.27	0.57	ERMP1
0.15	0.27	0.57	C5orf42
0.15	0.27	0.57	BCL9
0.08	0.27	0.57	CDC34
-0.23	0.27	0.57	STAP2
0.1	0.27	0.57	ANKRD42
0.27	0.27	0.57	ATL1
-0.24	0.27	0.57	ANKS6
-0.77	0.27	0.57	CA13
-0.07	0.27	0.57	TTLL4
0.17	0.27	0.57	MUT
0.23	0.27	0.57	ZNF521
0.12	0.27	0.57	MTMR1
-0.13	0.27	0.57	RPL4
0.11	0.27	0.57	MAP4K4
0.09	0.27	0.57	BTF3L4
-0.17	0.27	0.57	UBTD1
-0.12	0.27	0.57	MRPL11
0.16	0.27	0.57	RBM43
0.56	0.27	0.57	LOC789175
0.26	0.27	0.57	SAMD3
0.2	0.27	0.57	RHOBTB1
0.12	0.27	0.57	C15H11orf94
0.12	0.27	0.57	PEX16
0.25	0.27	0.57	DLX4
0.45	0.27	0.58	ERICH3
0.06	0.27	0.58	CBLL1
-0.13	0.27	0.58	ZNF283
-0.09	0.27	0.58	BRAP
-0.08	0.27	0.58	C14H8orf76
-0.17	0.27	0.58	SLC35D2
0.11	0.27	0.58	C21H14orf79
0.4	0.27	0.58	NA
-0.3	0.27	0.58	IDI1
-0.12	0.27	0.58	OBFC1
-0.16	0.27	0.58	IGF2R
-0.33	0.27	0.58	IL1A
-0.17	0.27	0.58	SPHK1
0.3	0.27	0.58	STAC
0.15	0.27	0.58	ZFAND4
0.18	0.27	0.58	TXNDC16
-0.06	0.27	0.58	MAPK9
0.07	0.27	0.58	EDC3
0.56	0.27	0.58	NA
0.14	0.27	0.58	12:00 AM
0.75	0.27	0.58	NA
-0.18	0.27	0.58	TSPAN17
0.12	0.27	0.58	LRRC42
-0.09	0.27	0.58	PCIF1
-0.21	0.27	0.58	PLK3
0.07	0.27	0.58	PDCD11
-0.11	0.27	0.58	ZC3HAV1
0.08	0.27	0.58	LSM2
-0.27	0.27	0.58	NA
-0.12	0.27	0.58	SWI5
-0.34	0.27	0.58	CREG2
0.21	0.27	0.58	DSE
0.19	0.27	0.58	SYT7
-0.16	0.27	0.58	C2H2orf76
0.13	0.27	0.58	TIGD5
-0.1	0.27	0.58	CAPZA1
-0.07	0.27	0.58	HNRNPUL1
-0.18	0.27	0.58	RGL1
-0.1	0.27	0.58	PTPN18
-0.1	0.27	0.58	IMP4
0.43	0.27	0.58	AZIN2
0.09	0.27	0.58	AP3M1
0.09	0.27	0.58	PARP6
0.52	0.27	0.58	LGALS12
-0.12	0.27	0.58	LMAN2
-0.1	0.27	0.58	NA
0.11	0.27	0.58	ANKRD16
0.18	0.27	0.58	CLEC14A
-0.15	0.27	0.58	NBEAL1
0.31	0.27	0.58	B3GAT1
0.07	0.27	0.58	PARG
-0.1	0.27	0.58	SCAMP1
0.15	0.27	0.58	FAM214A
-0.18	0.27	0.58	JAK1
0.08	0.28	0.58	CSTF3
0.76	0.28	0.58	NA
0.15	0.28	0.58	TCTN3
0.08	0.28	0.58	POLRMT
-0.12	0.28	0.58	FERMT2
0.09	0.28	0.58	ASF1A
0.15	0.28	0.58	PLEKHG5
0.52	0.28	0.58	CNTN2
0.1	0.28	0.58	EEF1G
0.1	0.28	0.58	TUT1
0.26	0.28	0.58	ZNRF3
0.22	0.28	0.58	FAM46A
0.21	0.28	0.58	CD5
-0.08	0.28	0.58	LRRK1
-0.08	0.28	0.58	MIR2362
-0.3	0.28	0.58	PDGFRL
0.09	0.28	0.58	IGHMBP2
-0.07	0.28	0.58	PIAS2
0.11	0.28	0.58	SNX5
-0.29	0.28	0.58	MX1
0.15	0.28	0.58	IL16
0.26	0.28	0.58	SNORD75
-0.09	0.28	0.58	ZZEF1
0.12	0.28	0.58	TIMM22
0.38	0.28	0.58	ABHD12B
0.1	0.28	0.58	PDHX
-0.11	0.28	0.58	COPG2
0.26	0.28	0.58	LOC617302
0.11	0.28	0.58	PHF14
0.14	0.28	0.58	ARHGEF17
-0.09	0.28	0.58	C8H9orf91
0.2	0.28	0.58	GXYLT2
-0.21	0.28	0.58	CREG1
0.12	0.28	0.58	CENPC
-0.08	0.28	0.58	BAHD1
0.24	0.28	0.58	MGAT5B
-0.13	0.28	0.58	GCSH
0.12	0.28	0.58	NPAT
0.1	0.28	0.58	LOC512464
-0.42	0.28	0.58	NA
0.25	0.28	0.58	BICC1
-0.06	0.28	0.58	CSNK1D
-0.13	0.28	0.58	AASS
-0.15	0.28	0.58	GLYCTK
-0.2	0.28	0.58	COPZ2
-0.2	0.28	0.58	MIR152
0.17	0.28	0.58	DPH6
0.15	0.28	0.58	LIN9
0.12	0.28	0.58	FLI1
-0.11	0.28	0.58	NDFIP2
0.08	0.28	0.58	CSK
-0.11	0.28	0.58	DLGAP4
-0.11	0.28	0.58	ZW10
-0.22	0.28	0.58	TCIRG1
0.13	0.28	0.58	WWOX
0.11	0.28	0.58	GFM2
0.17	0.28	0.58	ARL4A
0.5	0.28	0.58	SGK2
-0.1	0.28	0.58	PTPN12
-0.22	0.28	0.58	LRRC1
0.11	0.28	0.58	TXNDC17
0.46	0.28	0.58	SERTM1
-0.35	0.28	0.58	IFI6
-0.17	0.28	0.58	NA
-0.14	0.28	0.58	NA
0.24	0.28	0.58	NA
-0.56	0.28	0.58	ENPP3
-0.09	0.28	0.58	ERC1
-0.22	0.28	0.58	BTBD11
-0.1	0.28	0.58	PIN4
-0.11	0.28	0.58	PPIB
-0.08	0.28	0.58	STARD7
0.11	0.28	0.58	RRP15
0.48	0.28	0.58	FADS1
-0.27	0.28	0.58	NA
-0.25	0.28	0.58	HS3ST6
0.1	0.28	0.58	NOP16
-0.58	0.28	0.58	MMP7
0.2	0.28	0.58	FKBP14
-0.16	0.28	0.58	NA
-0.38	0.28	0.58	PRKCG
-0.13	0.28	0.58	C11H9orf16
-0.25	0.28	0.58	ENPP1
0.11	0.28	0.59	CAPN7
0.2	0.28	0.59	PDGFRB
0.17	0.28	0.59	NA
-0.6	0.28	0.59	NA
-0.09	0.28	0.59	SYNRG
-0.11	0.28	0.59	SAMD4B
-0.15	0.28	0.59	AP2S1
0.85	0.28	0.59	NA
0.15	0.28	0.59	PARD6A
0.42	0.28	0.59	LOC530624
-0.1	0.28	0.59	NA
-0.1	0.28	0.59	RALGAPA1
-0.13	0.28	0.59	FOXO3
0.1	0.28	0.59	ZFY
-0.06	0.28	0.59	CASC3
0.19	0.28	0.59	RFC4
-0.13	0.28	0.59	CORO7
-0.25	0.28	0.59	LOC789748
0.24	0.28	0.59	STARD13
-0.13	0.28	0.59	THOC6
0.25	0.28	0.59	MYO1H
0.15	0.28	0.59	TRAM2
0.11	0.28	0.59	KDM6B
0.11	0.28	0.59	TMEM88
0.31	0.28	0.59	SNORA71
-0.08	0.28	0.59	DET1
-0.08	0.28	0.59	OSGEP
0.08	0.28	0.59	GTF2IRD2
-0.12	0.28	0.59	SERINC5
0.48	0.28	0.59	KIAA0408
0.48	0.28	0.59	SOGA3
0.07	0.28	0.59	IMMT
-0.09	0.28	0.59	PSMD13
0.09	0.28	0.59	SEC31B
0.48	0.28	0.59	ULBP21
0.12	0.28	0.59	DCAF17
-0.22	0.28	0.59	PRSS23
-0.16	0.28	0.59	RGCC
0.11	0.28	0.59	PNPT1
0.16	0.28	0.59	TECR
-0.08	0.28	0.59	PYCR2
-0.13	0.28	0.59	PTPRK
-0.18	0.28	0.59	IFFO2
-0.83	0.28	0.59	TACR1
0.49	0.28	0.59	NA
0.07	0.28	0.59	TAF2
0.21	0.28	0.59	NA
0.08	0.28	0.59	CPSF3
-0.12	0.28	0.59	SEC14L1
-1.16	0.28	0.59	ADGRF1
0.19	0.28	0.59	CYB5B
-0.09	0.28	0.59	SNX4
0.08	0.28	0.59	ZNF318
-0.11	0.28	0.59	ATP5H
0.13	0.28	0.59	HGH1
0.61	0.28	0.59	UPK2
-0.8	0.28	0.59	GABRB3
-0.08	0.28	0.59	KIAA0355
-0.22	0.29	0.59	ERRFI1
0.07	0.29	0.59	AZIN1
0.08	0.29	0.59	RAB12
-0.13	0.29	0.59	F8A1
0.17	0.29	0.59	ATP8B2
0.76	0.29	0.59	LEPR
-0.13	0.29	0.59	C21H15orf39
0.09	0.29	0.59	SLC25A12
0.13	0.29	0.59	SNRPF
0.13	0.29	0.59	NFXL1
0.12	0.29	0.59	DNAJB14
-0.1	0.29	0.59	ACVR2B
-0.12	0.29	0.59	SAV1
-0.07	0.29	0.59	ARIH2
0.15	0.29	0.59	ZNF311
-0.07	0.29	0.59	BRD9
-0.14	0.29	0.59	TRANK1
0.14	0.29	0.59	RFX7
0.2	0.29	0.59	RHOH
0.72	0.29	0.59	NA
-0.17	0.29	0.59	FKBP2
0.53	0.29	0.59	ST6GALNAC5
-0.25	0.29	0.59	RASGRP4
-0.1	0.29	0.59	LOC782204
-0.21	0.29	0.59	MACROD1
-0.16	0.29	0.59	MBNL2
0.34	0.29	0.59	TTR
0.14	0.29	0.59	SETD1B
-0.88	0.29	0.59	ODAM
-0.29	0.29	0.59	NA
-0.11	0.29	0.59	GIGYF1
-0.12	0.29	0.59	NA
-0.11	0.29	0.59	C15H11orf42
0.13	0.29	0.59	LCORL
-0.27	0.29	0.59	LOC616094
-0.12	0.29	0.59	NA
-0.22	0.29	0.59	CMKLR1
0.12	0.29	0.59	AP1G2
0.37	0.29	0.59	DPEP3
0.87	0.29	0.59	SLC34A2
0.55	0.29	0.59	EFNB3
-0.22	0.29	0.59	ORMDL3
0.14	0.29	0.59	ACO2
0.33	0.29	0.59	ZNF385C
-0.05	0.29	0.59	C25H7orf26
-0.05	0.29	0.59	ZDHHC4
0.3	0.29	0.59	NA
0.56	0.29	0.59	NPSR1
0.11	0.29	0.59	INTS7
-2.09	0.29	0.59	GLYCAM1
0.69	0.29	0.59	MAGEB1
-0.3	0.29	0.59	NA
0.09	0.29	0.59	MEAF6
0.18	0.29	0.59	NLGN2
0.16	0.29	0.59	KIRREL
-0.15	0.29	0.59	ROCK2
-0.14	0.29	0.59	ENO3
-0.13	0.29	0.59	RNF115
0.36	0.29	0.59	TH
-0.12	0.29	0.59	MEF2D
0.31	0.29	0.59	RGS22
-0.12	0.29	0.59	MRPS14
-0.65	0.29	0.59	TGM3
-0.21	0.29	0.59	DOC2G
-0.21	0.29	0.59	NUDT8
0.13	0.29	0.59	TCF4
0.16	0.29	0.59	TMEM44
0.66	0.29	0.59	NA
0.2	0.29	0.59	CD99L2
0.27	0.29	0.59	FGFRL1
-0.11	0.29	0.59	TSSC1
0.27	0.29	0.59	C16H1orf186
-0.11	0.29	0.59	SNORA7
-0.11	0.29	0.59	RPL32
-0.56	0.29	0.59	PCK1
0.12	0.29	0.59	LPCAT4
-0.23	0.29	0.59	S1PR1
0.3	0.29	0.59	NA
-0.51	0.29	0.59	SOX6
-0.23	0.29	0.59	TSPAN18
0.13	0.29	0.59	RAN
0.1	0.29	0.59	SLC35A4
0.16	0.29	0.6	LPCAT1
-0.08	0.29	0.6	FTSJ2
-0.08	0.29	0.6	SNX8
0.1	0.29	0.6	SEC23IP
-0.31	0.29	0.6	BTC
0.08	0.29	0.6	QSOX2
0.22	0.29	0.6	SNORD50
0.12	0.29	0.6	LOC616883
-0.14	0.29	0.6	S1PR2
0.19	0.29	0.6	NA
-0.36	0.29	0.6	CITED2
-0.18	0.29	0.6	USP13
-0.12	0.29	0.6	IFT27
0.1	0.29	0.6	THAP9
0.15	0.29	0.6	RNF149
-0.13	0.29	0.6	ENDOG
-0.08	0.29	0.6	DAXX
0.43	0.29	0.6	NA
0.18	0.29	0.6	NA
0.11	0.29	0.6	GZF1
0.17	0.29	0.6	ZC3H12D
-0.14	0.29	0.6	FSD1L
-0.11	0.29	0.6	TRAPPC1
0.18	0.29	0.6	NA
-0.11	0.29	0.6	C13H20orf27
-0.13	0.29	0.6	CAPN1
0.49	0.29	0.6	RBM20
0.22	0.29	0.6	QPRT
-0.09	0.29	0.6	ZDHHC3
0.18	0.29	0.6	NEMP2
0.16	0.29	0.6	AEN
0.41	0.29	0.6	EPHA3
0.17	0.29	0.6	TMEM2
0.24	0.29	0.6	CCDC160
0.33	0.29	0.6	DHRS9
-0.15	0.29	0.6	SEC63
-0.08	0.29	0.6	RSBN1
-0.14	0.29	0.6	PPP1R36
0.28	0.29	0.6	ZSCAN12
0.22	0.29	0.6	NA
-0.15	0.29	0.6	MYDGF
0.16	0.29	0.6	CECR1
-0.07	0.29	0.6	PAQR6
-0.07	0.29	0.6	SMG5
-0.14	0.29	0.6	DUS1L
-0.15	0.29	0.6	LOC100298868
-0.15	0.29	0.6	LOC514257
0.09	0.29	0.6	C26H10orf88
0.11	0.29	0.6	UHMK1
-0.08	0.29	0.6	STAT2
-0.12	0.29	0.6	ZC3H8
0.11	0.29	0.6	DDX21
0.18	0.29	0.6	PDE2A
0.07	0.29	0.6	DDA1
-0.07	0.29	0.6	CLP1
0.1	0.29	0.6	MIER1
0.29	0.29	0.6	B4GALT1
0.26	0.29	0.6	LOC101909187
0.41	0.29	0.6	KLK7
-0.13	0.29	0.6	ACP1
-0.13	0.29	0.6	USMG5
-0.13	0.3	0.6	PTPN3
-0.15	0.3	0.6	TCEB2
0.08	0.3	0.6	KDM5B
0.16	0.3	0.6	SH3KBP1
-0.11	0.3	0.6	TBL2
0.28	0.3	0.6	UGP2
0.07	0.3	0.6	IPO4
0.07	0.3	0.6	TM9SF1
-0.3	0.3	0.6	DOK7
0.1	0.3	0.6	CSE1L
0.14	0.3	0.6	SLC38A6
0.14	0.3	0.6	MTAP
-0.1	0.3	0.6	CHD1L
0.25	0.3	0.6	PRKAR1A
0.09	0.3	0.6	TEFM
-0.1	0.3	0.6	MOSPD2
-0.1	0.3	0.6	INTS5
-0.32	0.3	0.6	LONRF3
0.34	0.3	0.6	UBE2T
-0.19	0.3	0.6	MAST4
0.24	0.3	0.6	COL16A1
0.12	0.3	0.6	LOC515578
-0.48	0.3	0.6	SLC22A16
-0.2	0.3	0.6	ZDHHC2
-0.38	0.3	0.6	NA
0.11	0.3	0.6	CCNB1IP1
0.06	0.3	0.6	SAP130
0.07	0.3	0.6	FAM20B
0.22	0.3	0.6	KCNQ5
0.19	0.3	0.6	USP35
0.07	0.3	0.6	API5
0.14	0.3	0.6	PALB2
0.27	0.3	0.6	SREBF1
-0.37	0.3	0.6	CLEC4E
-0.08	0.3	0.6	MARK2
0.08	0.3	0.6	ARPC5L
-0.08	0.3	0.6	PSMC5
-0.17	0.3	0.6	CNNM4
-0.32	0.3	0.61	NA
0.2	0.3	0.61	LOC537017
0.19	0.3	0.61	ZNF503
-0.16	0.3	0.61	ABHD3
0.17	0.3	0.61	SAC3D1
0.06	0.3	0.61	DHX35
-0.11	0.3	0.61	CBFB
-0.14	0.3	0.61	ZFP62
-0.08	0.3	0.61	TMEM199
-0.08	0.3	0.61	GTF3C2
-0.29	0.3	0.61	NA
-0.14	0.3	0.61	DNAJB1
-0.15	0.3	0.61	IL6ST
0.06	0.3	0.61	WBSCR16
-0.23	0.3	0.61	HTR7
-0.08	0.3	0.61	ALS2
0.14	0.3	0.61	ZSCAN16
-0.25	0.3	0.61	NA
-0.12	0.3	0.61	RABEPK
0.1	0.3	0.61	NA
0.08	0.3	0.61	ENGASE
0.91	0.3	0.61	NA
0.28	0.3	0.61	RCAN2
0.4	0.3	0.61	NA
0.06	0.3	0.61	SPATA2
0.37	0.3	0.61	STARD6
0.49	0.3	0.61	BHMT2
0.14	0.3	0.61	ABHD18
0.27	0.3	0.61	SBK1
0.26	0.3	0.61	PPARG
0.25	0.3	0.61	TBXAS1
-0.29	0.3	0.61	NA
0.13	0.3	0.61	MDN1
-0.25	0.3	0.61	ANXA8L1
-0.17	0.3	0.61	HIF1A
0.16	0.3	0.61	PLS3
0.24	0.3	0.61	GRHL2
0.16	0.3	0.61	DAPK2
-0.09	0.3	0.61	PGRMC1
-0.12	0.3	0.61	NDUFS7
0.07	0.3	0.61	ZC3H18
-0.22	0.3	0.61	HCN2
-0.11	0.3	0.61	ATP5SL
0.31	0.3	0.61	TBX10
-0.38	0.3	0.61	CYR61
0.5	0.31	0.61	DPYSL5
-0.06	0.31	0.61	ZSCAN21
0.1	0.31	0.61	ZNF180
0.1	0.31	0.61	CEACAM20
-0.24	0.31	0.61	LTBP1
-0.08	0.31	0.61	TRAPPC4
0.27	0.31	0.61	ITGB3
0.1	0.31	0.61	PLPP3
0.89	0.31	0.61	NOTO
0.15	0.31	0.61	EDEM3
-0.08	0.31	0.61	STX18
0.14	0.31	0.61	ANTXR1
0.12	0.31	0.61	BRIX1
-0.52	0.31	0.61	POPDC3
0.19	0.31	0.61	STOX2
-0.16	0.31	0.61	FHOD1
0.1	0.31	0.61	PRDM11
0.1	0.31	0.61	NA
0.28	0.31	0.61	ADAMTS6
0.27	0.31	0.61	HOGA1
0.41	0.31	0.61	NA
-0.12	0.31	0.61	TFPT
-0.23	0.31	0.61	CORO6
-0.1	0.31	0.61	CCNH
-0.59	0.31	0.61	NA
0.15	0.31	0.61	CAPN5
-0.14	0.31	0.61	HFE
0.52	0.31	0.61	PCDH20
0.06	0.31	0.61	TAF6
0.2	0.31	0.61	SESN3
-0.28	0.31	0.61	NEK11
-0.29	0.31	0.61	NA
-0.51	0.31	0.61	TNC
0.14	0.31	0.61	STK10
-0.37	0.31	0.61	LOC104968634
-0.37	0.31	0.61	LOC616323
-0.37	0.31	0.61	NA
0.68	0.31	0.61	NA
-0.16	0.31	0.61	MRPS25
-0.09	0.31	0.61	PCID2
-0.23	0.31	0.61	SLCO1A2
-0.07	0.31	0.61	FBXO9
0.1	0.31	0.61	SRSF10
-0.61	0.31	0.61	DEFB5
0.12	0.31	0.61	NA
0.09	0.31	0.62	MTPAP
-0.35	0.31	0.62	NA
-0.08	0.31	0.62	BRD2
0.46	0.31	0.62	SDR9C7
0.07	0.31	0.62	H2AFY
-0.08	0.31	0.62	KLC1
-0.4	0.31	0.62	NA
-0.07	0.31	0.62	FBXO3
-0.26	0.31	0.62	RPL13A
0.08	0.31	0.62	ANP32A
0.08	0.31	0.62	DNAJC18
-0.28	0.31	0.62	CAPSL
0.22	0.31	0.62	ARHGEF4
0.18	0.31	0.62	TUBB
-0.08	0.31	0.62	DIABLO
0.1	0.31	0.62	PDHB
-0.07	0.31	0.62	GATAD1
-0.26	0.31	0.62	NA
-0.1	0.31	0.62	TLR4
0.18	0.31	0.62	MTR
-0.32	0.31	0.62	KLHDC7A
0.12	0.31	0.62	KATNBL1
0.64	0.31	0.62	SLC13A2
0.06	0.31	0.62	FAM168A
0.16	0.31	0.62	UBA5
0.33	0.31	0.62	TULP1
-0.16	0.31	0.62	MCEE
0.14	0.31	0.62	NA
-0.08	0.31	0.62	VAPB
-0.27	0.31	0.62	MPC1
-0.12	0.31	0.62	NA
-0.18	0.31	0.62	FRAT2
-0.06	0.31	0.62	N4BP1
-0.11	0.31	0.62	SLC39A5
-0.11	0.31	0.62	NABP2
0.15	0.31	0.62	SOCS2
0.28	0.31	0.62	GRIN2D
-0.38	0.31	0.62	WNT10A
-0.21	0.31	0.62	CD244
0.14	0.31	0.62	SIPA1L2
-0.11	0.31	0.62	IKBIP
0.17	0.31	0.62	ZNF423
-0.09	0.31	0.62	CARKD
0.07	0.31	0.62	PLCL2
0.23	0.31	0.62	NOVA1
0.16	0.31	0.62	C10H15orf59
0.21	0.31	0.62	KIAA1456
-0.15	0.31	0.62	PDIA6
0.08	0.31	0.62	VPS33B
0.24	0.31	0.62	FGFR1
-0.46	0.31	0.62	LOC100141266
0.16	0.31	0.62	TTC39C
0.16	0.31	0.62	AATK
0.64	0.31	0.62	SERPINA3-1
-0.11	0.31	0.62	MED7
-0.09	0.31	0.62	FAM114A2
0.1	0.31	0.62	NUP155
-0.11	0.31	0.62	LOC782629
0.07	0.31	0.62	CNOT7
0.24	0.31	0.62	TUBB1
-0.09	0.31	0.62	BCAS2
-0.07	0.31	0.62	DIS3L
0.15	0.31	0.62	SNORA67
0.1	0.31	0.62	MAP1S
0.2	0.31	0.62	ANK2
-0.17	0.31	0.62	CPD
0.09	0.31	0.62	LOC100124497
0.17	0.31	0.62	IDS
-0.22	0.31	0.62	ZSWIM3
0.08	0.31	0.62	C1H3orf38
-0.06	0.31	0.62	UVSSA
0.17	0.31	0.62	BCKDHA
-0.15	0.31	0.62	FAM89A
-0.14	0.31	0.62	PKD1
-0.21	0.31	0.62	SLC39A14
0.07	0.31	0.62	SSRP1
0.24	0.31	0.62	CASQ1
0.26	0.31	0.62	GPR143
0.07	0.31	0.62	LOC521083
0.07	0.31	0.62	MED31
0.1	0.31	0.62	LRRC40
0.23	0.31	0.62	TSPAN33
0.8	0.31	0.62	SLC38A3
0.23	0.32	0.62	PGLYRP2
0.25	0.32	0.62	TSSK1B
0.33	0.32	0.62	C10H14orf37
0.09	0.32	0.62	RPAP3
0.13	0.32	0.62	GDPD1
0.63	0.32	0.62	CNTNAP4
0.23	0.32	0.62	NA
0.22	0.32	0.62	NA
0.13	0.32	0.62	CEP295
-0.17	0.32	0.62	SOX13
0.1	0.32	0.62	TSPAN6
0.09	0.32	0.62	TTLL5
0.12	0.32	0.62	CMC2
0.21	0.32	0.62	THY1
-0.14	0.32	0.62	CD34
0.21	0.32	0.62	EXOC3L1
0.12	0.32	0.62	NA
-0.11	0.32	0.62	BCNT2
-0.08	0.32	0.62	DHX34
0.07	0.32	0.62	HINFP
0.29	0.32	0.62	PDZD4
0.09	0.32	0.62	DDX27
-0.14	0.32	0.62	ARHGEF6
-0.05	0.32	0.62	SEC24B
-0.12	0.32	0.62	LOC615809
0.31	0.32	0.62	TFAP2C
-0.06	0.32	0.62	FBXO34
-0.1	0.32	0.62	NA
-0.11	0.32	0.62	PPP1R3B
-0.09	0.32	0.62	MADD
0.08	0.32	0.62	NUP85
-0.09	0.32	0.62	OTUD4
0.28	0.32	0.62	NA
0.28	0.32	0.62	NA
-0.18	0.32	0.62	PVRL3
-0.09	0.32	0.62	SPEN
0.06	0.32	0.62	CCDC12
0.06	0.32	0.62	H3F3A
-0.09	0.32	0.62	PAAF1
0.07	0.32	0.62	SLC25A26
0.32	0.32	0.62	NA
0.07	0.32	0.62	PDRG1
-0.2	0.32	0.62	SPIRE2
0.12	0.32	0.62	HNRNPA0
0.32	0.32	0.62	B4GALNT3
-0.14	0.32	0.62	DCLRE1C
-0.07	0.32	0.62	CNOT11
0.18	0.32	0.62	AURKC
-0.1	0.32	0.62	CACUL1
0.08	0.32	0.62	MTDH
-0.13	0.32	0.62	GYPC
-0.12	0.32	0.62	PPM1F
-0.08	0.32	0.62	ALDH16A1
-0.21	0.32	0.62	LRP2BP
-0.06	0.32	0.62	POLDIP3
0.19	0.32	0.62	ABHD17C
-0.09	0.32	0.62	LRIG2
0.19	0.32	0.62	DHRS1
0.08	0.32	0.62	SRP72
0.08	0.32	0.62	PAICS
-0.16	0.32	0.62	RIBC1
-0.19	0.32	0.62	ECSCR
-0.15	0.32	0.62	ATP6V0D1
-0.4	0.32	0.62	NA
0.23	0.32	0.62	SNORD33
0.06	0.32	0.62	CCDC25
-0.34	0.32	0.62	NA
0.11	0.32	0.62	NA
0.09	0.32	0.62	EOGT
0.12	0.32	0.62	AMMECR1
-0.09	0.32	0.62	IFRD1
-1	0.32	0.62	CPXM2
0.16	0.32	0.62	NA
-0.11	0.32	0.62	MB21D2
0.41	0.32	0.62	PPM1E
0.32	0.32	0.63	NA
-0.12	0.32	0.63	ZNRF2
-0.15	0.32	0.63	VCL
0.11	0.32	0.63	TMEM38A
0.06	0.32	0.63	MARK3
-0.1	0.32	0.63	NA
0.25	0.32	0.63	SNORA69
0.29	0.32	0.63	NA
-0.34	0.32	0.63	NA
0.2	0.32	0.63	IFT22
-0.16	0.32	0.63	HEG1
0.27	0.32	0.63	WDR17
-0.48	0.32	0.63	LOC101906101
-0.13	0.32	0.63	MAP3K1
0.1	0.32	0.63	ARL13B
-0.1	0.32	0.63	ZCCHC11
0.21	0.32	0.63	NA
-0.08	0.32	0.63	RSBN1L
0.09	0.32	0.63	ANAPC5
0.12	0.32	0.63	NA
-0.13	0.32	0.63	ZNF75D
-0.13	0.32	0.63	NA
-0.12	0.32	0.63	CYB5R3
-0.07	0.32	0.63	POLR2M
-0.13	0.32	0.63	NA
0.22	0.32	0.63	NA
-0.12	0.32	0.63	MGAT1
-0.23	0.32	0.63	AOC3
-0.09	0.32	0.63	FER
-0.5	0.32	0.63	DCLK3
0.18	0.32	0.63	FHIT
0.17	0.32	0.63	ENTPD1
0.09	0.32	0.63	CFP
0.09	0.32	0.63	ELK1
0.33	0.32	0.63	NA
-0.11	0.32	0.63	ZNF184
0.09	0.32	0.63	ZNF329
-0.13	0.32	0.63	LGALS8
0.1	0.32	0.63	CDC27
-0.12	0.32	0.63	PPIP5K2
0.06	0.32	0.63	ICE1
0.24	0.32	0.63	CENPM
0.12	0.32	0.63	NA
0.12	0.32	0.63	FAM13A
0.17	0.32	0.63	NA
0.35	0.32	0.63	CLSTN2
0.06	0.32	0.63	ADAR
-0.43	0.32	0.63	NA
-0.23	0.32	0.63	NOSTRIN
0.33	0.32	0.63	MGP
0.35	0.32	0.63	BFSP1
0.11	0.32	0.63	LGALSL
0.06	0.32	0.63	HNRNPU
-0.23	0.32	0.63	NA
-0.23	0.32	0.63	NA
-0.09	0.32	0.63	WWC2
0.21	0.32	0.63	KIAA1211
-0.1	0.32	0.63	RPS6KC1
0.14	0.32	0.63	LDOC1L
0.1	0.32	0.63	NOC4L
0.11	0.32	0.63	NA
0.17	0.32	0.63	BCAR3
-0.07	0.32	0.63	TCEA1
-0.13	0.32	0.63	NA
0.36	0.32	0.63	NA
0.12	0.32	0.63	ZNF575
0.28	0.32	0.63	ADAMTS2
0.63	0.32	0.63	NA
0.21	0.32	0.63	SH2D1A
0.14	0.32	0.63	ELOVL7
0.27	0.32	0.63	U1
-0.12	0.32	0.63	THNSL2
0.24	0.32	0.63	SNORD100
0.14	0.32	0.63	XBP1
0.06	0.32	0.63	POGZ
-0.12	0.32	0.63	SPEF1
0.1	0.33	0.63	XRCC1
0.35	0.33	0.63	ENDOU
-0.54	0.33	0.63	DNER
